"sex","age","numgiven","sex1","talkto1","sex2","talkto2","sex3","talkto3","sex4","talkto4","sex5","talkto5","close12","close13","close14","close15","close23","close24","close25","close34","close35","close45","mntlhlth","health1"
"male","34","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"male","43","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"female","30","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA
"female","50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poor"
"female","57","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very good"
"female","35","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","good"
"female","21","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","37","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","excellent"
"female","79","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"male","63","6","female","almost daily","male","almost daily","female","almost daily","male","almost daily","male","once a week","especially close","especially close","total strangers","know each other","especially close","know each other","total strangers","total strangers","know each other","total strangers","0",NA
"female","32","3","female","almost daily","male","almost daily","male","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"male","30","6","male","almost daily","male","once a week","male","almost daily","male","once a week","male","once a month","know each other","especially close","know each other","total strangers","especially close","especially close","especially close","especially close","especially close","especially close","0",NA
"male","23","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"male","30","5","female","almost daily","male","once a week","male","once a week","female","almost daily","male","once a month","know each other","know each other","know each other","especially close","know each other","total strangers","total strangers","total strangers","total strangers","total strangers","0",NA
"female","42","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","good"
"female","47","5","female","once a week","female","almost daily","female","almost daily","male","once a week","male","almost daily","know each other","know each other","total strangers","know each other","especially close","know each other","especially close","know each other","especially close","know each other",NA,NA
"female","56","1","female","once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"male","52","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"female","53","2","female","once a week","male","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very good"
"female","66","3","female","once a month","female","once a week","male","almost daily",NA,NA,NA,NA,"know each other","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,"good"
"female","48","2","female","once a week","male","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","55","4","female","once a month","female","once a week","male","almost daily","male","once a week",NA,NA,"know each other","know each other","know each other",NA,"especially close","especially close",NA,"especially close",NA,NA,"1","very good"
"female","72","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","21","3","male","almost daily","female","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA
"female","57","3","female","once a week","female","once a week","female","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"female","24","4","female","once a week","female","almost daily","female","almost daily","female","almost daily",NA,NA,"know each other","know each other","know each other",NA,"total strangers","know each other",NA,"know each other",NA,NA,"15","excellent"
"male","64","5","female","almost daily","female","once a week","male","once a week","male","once a month","male","once a week","know each other","know each other","know each other","know each other","especially close","know each other","total strangers","total strangers","total strangers","know each other","0",NA
"female","42","4","male","almost daily","male","once a week","female","once a week","male","once a week",NA,NA,"especially close","know each other","especially close",NA,"especially close","total strangers",NA,"total strangers",NA,NA,NA,NA
"female","36","4","male","almost daily","female","once a week","female","almost daily","female","lt once a month",NA,NA,"especially close","know each other","know each other",NA,"know each other","know each other",NA,"total strangers",NA,NA,NA,"very good"
"male","61","3","female","almost daily","male","once a month","male","once a month",NA,NA,NA,NA,"especially close","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"4",NA
"male","29","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","20","4","female","almost daily","female","almost daily","female","once a week","male","once a week",NA,NA,"especially close","especially close","know each other",NA,"especially close","especially close",NA,"know each other",NA,NA,"0",NA
"male","30","6","male","almost daily","male","once a week","male","almost daily","male","almost daily","male","almost daily","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","1",NA
"female","63","2","female","almost daily","male","once a month",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","38","4","male","almost daily","female","almost daily","male","once a week","female","almost daily",NA,NA,"know each other","know each other","especially close",NA,"know each other","know each other",NA,"total strangers",NA,NA,"0","fair"
"male","70","3","male","once a month","female","once a month","male","once a week",NA,NA,NA,NA,"total strangers","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,"good"
"male","75","2","male","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO ANSWER",NA
"male","47","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"female","44","3","female","once a week","male","almost daily","female","once a week",NA,NA,NA,NA,"know each other","especially close",NA,NA,"know each other",NA,NA,NA,NA,NA,"3","excellent"
"female","58","5","male","almost daily","male","once a month","male","once a month","male","once a month","male","once a week","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","0",NA
"female","32","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"male","48","2","female","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","26","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","36","2","male","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"male","47","1","female","once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","49","2","female","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","very good"
"male","23","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","75","3","female","once a week","female","once a week","male","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,NA,"fair"
"female","71","6","female","once a week","female","once a week","female","once a month","female","lt once a month","female","once a month","especially close","total strangers","total strangers","know each other","total strangers","total strangers","know each other","total strangers","know each other","total strangers","4",NA
"male","31","3","female","almost daily","male","almost daily","male","almost daily",NA,NA,NA,NA,"know each other","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"3",NA
"male","48","4","male","almost daily","female","almost daily","female","almost daily","male","almost daily",NA,NA,"especially close","especially close","know each other",NA,"especially close","especially close",NA,"especially close",NA,NA,NA,"fair"
"female","40","6","female","once a week","male","once a week","female","almost daily","female","once a week","female","once a week","especially close","total strangers","especially close","especially close","know each other","total strangers","know each other","especially close","know each other","know each other","2",NA
"male","28","4","female","almost daily","female","once a month","male","once a week","male","once a week",NA,NA,"know each other","know each other","know each other",NA,"know each other","especially close",NA,"know each other",NA,NA,"20","very good"
"female","51","6","male","almost daily","male","almost daily","female","once a week","female","once a week","female","almost daily","know each other","total strangers","total strangers","know each other","especially close","especially close","know each other","know each other","total strangers","total strangers","2","excellent"
"male","45","3","female","almost daily","male","once a month","female","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"male","30","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","71","2","female","once a week","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","44","3","male","once a week","male","once a week","female","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"0",NA
"female","47","6","female","once a month","female","once a week","male","almost daily","male","once a week","female","once a month","know each other","know each other","total strangers","total strangers","especially close","especially close","especially close","especially close","especially close","know each other","0","excellent"
"female","86","5","male","almost daily","male","once a month","female","once a month","male","once a week","female","once a month","know each other","know each other","especially close","know each other","know each other","know each other","know each other","know each other","know each other","especially close",NA,"very good"
"male","25","4","male","once a week","female","almost daily","male","once a week","female","once a week",NA,NA,"especially close","know each other","especially close",NA,"know each other","know each other",NA,"know each other",NA,NA,"0","very good"
"male","82","2","female","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","49","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","46","6","male","once a week","female","once a week","female","once a week","female","once a week","female","once a week","especially close","know each other","total strangers","total strangers","especially close","total strangers","know each other","total strangers","total strangers","especially close","5",NA
"male","24","3","male","almost daily","female","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"female","58","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","very good"
"male","64","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"female","48","3","female","once a week","female","once a week",".a",NA,NA,NA,NA,NA,"know each other","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,"4",NA
"male","61","6","female","once a week","male","once a week","male","once a week","male","once a week","female","once a week","know each other","know each other","know each other","total strangers","especially close","especially close","especially close","especially close","especially close","especially close","2","good"
"female","49","4","female","almost daily","female","once a week","female","once a week","female","once a month",NA,NA,"know each other","total strangers","especially close",NA,"total strangers","especially close",NA,"total strangers",NA,NA,"4",NA
"female","89 or older","3","male","once a week","male","lt once a month","male","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,"very good"
"male","24","5","male","almost daily","male","almost daily","female","once a week","male","once a week","female","once a week","especially close","especially close","total strangers","total strangers","especially close","know each other","total strangers","know each other","total strangers","total strangers","4",NA
"female","29","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","excellent"
"male","39","6","male","once a week","male","almost daily","male","almost daily","female","once a month","male","almost daily","especially close","especially close","especially close","especially close","especially close","especially close","know each other","total strangers","know each other","know each other","0",NA
"female","28","3","female","almost daily","female","once a week","female","once a week",NA,NA,NA,NA,"especially close","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"2",NA
"female","67","6","male","once a week","male","once a month","female","once a week","female","once a week","male","once a week","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close","especially close",NA,NA
"female","39","5","male","once a week","female","once a month","female","almost daily","male","almost daily","female","once a month","especially close","especially close","know each other","especially close","know each other","know each other","know each other","especially close","especially close","especially close","10","excellent"
"male","43","4","female","once a month","female","once a month","female","once a week","male","once a week",NA,NA,"know each other","total strangers","know each other",NA,"know each other","know each other",NA,"know each other",NA,NA,NA,"good"
"male","34","3","female","once a week","female","almost daily","male","almost daily",NA,NA,NA,NA,"total strangers","total strangers",NA,NA,"know each other",NA,NA,NA,NA,NA,"3","excellent"
"male","20","3","male","once a week","male","almost daily","female","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"male","41","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"female","46","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA
"female","26","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"male","75","3","female","once a month","male","once a week","female","almost daily",NA,NA,NA,NA,"total strangers","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,"very good"
